lien,name,tagline,price,dates
https://mapara.ma/huiles-vegetales/3013-naturesoin-huile-daloe-vera-50ml.html,NATURESOIN,HUILE D'ALOE VÉRA 50ML,"44,00",2022-08-15 16:10:54.506099
https://mapara.ma/masques-baumes-huiles-capillaires/3517-palmers-natural-fusion-kit-cuir-chevelu-sain-10ml3.html,PALMER'S,NATURAL FUSION KIT CUIR CHEVELU SAIN 10ML*3,"379,00",2022-08-15 16:10:54.506532
https://mapara.ma/cheveux/3516-palmers-natural-fusion-kit-brillance-hydratation-10ml3.html,PALMER'S,NATURAL FUSION KIT BRILLANCE & HYDRATATION 10ML*3,"250,00",2022-08-15 16:10:54.507065
https://mapara.ma/huiles-vegetales/2119-jerraflore-argane-50ml.html,JERRAFLORE,ARGANE 50ML,"52,00",2022-08-15 16:10:54.507602
https://mapara.ma/huiles-vegetales/2175-jerraflore-verveine-30ml-huile-de-massage-reposante.html,JERRAFLORE,VERVEINE 30ML HUILE DE MASSAGE REPOSANTE,"67,00",2022-08-15 16:10:54.508135
https://mapara.ma/huiles-vegetales/2163-jerraflore-lhuile-sensuelle-100-ml.html,JERRAFLORE,L'HUILE SENSUELLE 100 ML,"148,00",2022-08-15 16:10:54.508603
https://mapara.ma/huiles-vegetales/2125-jerraflore-huile-argan-cosmetique-en-verre-100-ml.html,JERRAFLORE,HUILE ARGAN COSMÉTIQUE EN VERRE 100 ML,"197,00",2022-08-15 16:10:54.509058
https://mapara.ma/huiles-vegetales/2126-jerraflore-huile-damande-douce-50-ml.html,JERRAFLORE,HUILE D'AMANDE DOUCE 50 ML,"29,00",2022-08-15 16:10:54.509538
https://mapara.ma/huiles-vegetales/2128-jerraflore-huile-de-ricin-50-ml.html,JERRAFLORE,HUILE DE RICIN 50 ML,"24,00",2022-08-15 16:10:54.510013
https://mapara.ma/huiles-vegetales/2129-jerraflore-huile-de-sesame-50-ml.html,JERRAFLORE,HUILE DE SÉSAME 50 ML,"39,00",2022-08-15 16:10:54.510486
https://mapara.ma/huiles-essentielles/2131-jerraflore-huile-essentielle-de-cypres-10ml.html,JERRAFLORE,HUILE ESSENTIELLE DE CYPRES 10ML,"65,00",2022-08-15 16:10:54.512837
